,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id ,RT,Hashtag,Clean Tweets,Subjectivity Score,Polarity Score,Analysis
1188,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,LeadbetterIan,Leddy*,,225,446,0,5348,2021-03-03 23:22:16,1367254026287480834,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
1189,"RT @AdoptionsUk: Please retweet to help Rio find a home #Liverpool 🇬🇧
#dogs #dogsoftwitter",MeganEAllen2,Megan E. Allen,"Connecticut, USA",1120,1401,7,36710,2021-03-03 23:22:15,1367254020650373122,Retweet,True," Please retweet to help Rio find a home Liverpool 🇬🇧
dogs dogsoftwitter",0.0,0.0,Neutral
1190,"RT @ManUnitedZone_: Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",shh_rin,Hantu Single,"Damansara, Selangor",164,188,0,6911,2021-03-03 23:22:15,1367254020125908993,Retweet,False,"_ Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",0.3333333333333333,0.25,Positive
1191,"If Liverpool had a documentary about this season, it should literally be called ""Liverpool. Still stuck in 2020"" 😭😭😭",OliverBoisen,Oliver_Boisen ッ🇩🇰,In KDB's basement ,2037,4922,7,59255,2021-03-03 23:22:13,1367254010265276416,Tweet,False,"If Liverpool had a documentary about this season, it should literally be called ""Liverpool. Still stuck in 2020"" 😭😭😭",0.0,0.0,Neutral
1192,@LouieDi13 Bruno Fernandes against Liverpool in the FA Cup,_iamBright_,UNILORIN 1st Son,"Ilorin,Lagos Nigeria",4654,3909,2,40929,2021-03-03 23:22:12,1367254008780509187,Tweet,False, Bruno Fernandes against Liverpool in the FA Cup,0.0,0.0,Neutral
1193,"One week left of Tye OVFM’s 5th Season!! 

Here is how our Premier League Table looks... 

🔴 Can Arsenal win the le… https://t.co/q4plBI6sQv",TheOVFM_,Online Virtual Football Management,Online,188,103,0,557,2021-03-03 23:22:10,1367253999934730242,Tweet,False,"One week left of Tye OVFM’s 5th Season!! 

Here is how our Premier League Table looks... 

🔴 Can Arsenal win the le… ",0.2,0.4,Positive
1194,@thiago_natario Liverpool e Alien,vtordesigner,Vitor Teixeira,"Consolação, São Paulo",17,227,0,451,2021-03-03 23:22:10,1367253998642864129,Tweet,False, Liverpool e Alien,0.75,-0.25,Negative
1195,"RT @classicshirts: Sony MiniDisc Euro Sixes

Would you like to see top players playing 6-a-side?

This actually happened at the Amsterdam A…",SKastelijn,Shaun Kastelijn,"Amsterdam, The Netherlands",1033,2493,11,10978,2021-03-03 23:22:09,1367253997392953344,Retweet,False," Sony MiniDisc Euro Sixes

Would you like to see top players playing 6-a-side?

This actually happened at the Amsterdam A…",0.3,0.25,Positive
1196,@dj_latitude I swear but tommorow go be Liverpool own,AkindeleJnr,FK. Ayinde,"Lagos, Nigeria",134,498,0,14608,2021-03-03 23:22:09,1367253996675739649,Tweet,False, I swear but tommorow go be Liverpool own,1.0,0.6,Positive
1197,"RT @AdoptionsUk: Tear Jerker, please retweet to help Rio find a home #LIVERPOOL 
Aged 5 spent almost all of his life in the shelter, now ne…",Dix_i312,Muca,,1254,1330,2,47150,2021-03-03 23:22:07,1367253985896366083,Retweet,True," Tear Jerker, please retweet to help Rio find a home LIVERPOOL 
Aged 5 spent almost all of his life in the shelter, now ne…",0.25,-0.1,Negative
1198,"RT @AdoptionsUk: Tear Jerker, please retweet to help Rio find a home #LIVERPOOL 
Aged 5 spent almost all of his life in the shelter, now ne…",Diane90011390,music is in my soul. 😢,"New Mexico, USA",213,590,0,39626,2021-03-03 23:22:03,1367253970436026370,Retweet,True," Tear Jerker, please retweet to help Rio find a home LIVERPOOL 
Aged 5 spent almost all of his life in the shelter, now ne…",0.25,-0.1,Negative
1199,@FutureLeader01 @shayanullahjan @NvR_Good @barcacentre Shut up and go support Liverpool then. Plastic,Social_misfit__,Malone,,1675,1763,1,168824,2021-03-03 23:22:02,1367253965633683465,Tweet,False,    Shut up and go support Liverpool then. Plastic,0.0,0.0,Neutral
1200,RT @tommartincrone: Liverpool Council sets it's budget this evening. Green Councillors are proposing the creation of a £35m Green New Deal…,StephPitchers,Stephanie Pitchers,Liverpool,1043,2912,29,2292,2021-03-03 23:22:00,1367253956863414276,Retweet,False, Liverpool Council sets it's budget this evening. Green Councillors are proposing the creation of a £35m Green New Deal…,0.3515151515151515,-0.08787878787878789,Negative
1201,RT @NizaarKinsella: Thomas Tuchel knows it will be hard but he wants to earn the chance to build at Chelsea FC just as Jurgen Klopp has don…,FranklinUdeh3,frank,,238,401,2,70348,2021-03-03 23:21:58,1367253949607256064,Retweet,False, Thomas Tuchel knows it will be hard but he wants to earn the chance to build at Chelsea FC just as Jurgen Klopp has don…,0.3208333333333333,-0.04583333333333334,Negative
1202,"RT @scousescene: Golden hour over Liverpool 🌅 

📸 One Lad And His Lens https://t.co/Ot6mHvjBVg",KarenLa46426669,Karen Lamb💙😁🙋‍♀️🙅‍♀️💪❤🏳️‍🌈😷💚,,1254,1268,4,166125,2021-03-03 23:21:58,1367253948407689217,Retweet,False," Golden hour over Liverpool 🌅 

📸 One Lad And His Lens ",0.5,0.3,Positive
1203,"RT @ManUnitedZone_: Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",WinnieManUnited,Winnie,England,49,160,0,30320,2021-03-03 23:21:54,1367253930351218688,Retweet,False,"_ Manchester United are the fifth team to remain unbeaten in their first 14 away top-flight matches in a season (W8 D6),…",0.3333333333333333,0.25,Positive
1204,"RT @Sonnyy_7: @MikeLUHGhth7 Ole vs Big 6:

1-6 v Tottenham
0-0 v Chelsea
0-1 v Arsenal
0-0 v Man City
0-0 v Liverpool
0-0 v Arsenal
0-0 v C…",ifedayo_bakare,Dayo Nastarh 🏳️‍🌈🏳️‍🌈🏳️‍🌈,Anywhere My Demons Take Me,433,1103,1,8715,2021-03-03 23:21:53,1367253927549411330,Retweet,False,"  Ole vs Big 6

1-6 v Tottenham
0-0 v Chelsea
0-1 v Arsenal
0-0 v Man City
0-0 v Liverpool
0-0 v Arsenal
0-0 v C…",0.1,0.0,Neutral
1205,I can't deny I am Liverpool's top socialist landlord https://t.co/WpCgx5DOOK,whiteswig4mayor,Top 100 millionaire landlord,Liverpool/ Spain ,30,152,0,338,2021-03-03 23:21:50,1367253913657896967,Tweet,False,I can't deny I am Liverpool's top socialist landlord ,0.5,0.5,Positive
1206,RT @NizaarKinsella: Thomas Tuchel knows it will be hard but he wants to earn the chance to build at Chelsea FC just as Jurgen Klopp has don…,goal,Goal,Everywhere,2122794,320,5997,3005,2021-03-03 23:21:47,1367253901804793856,Retweet,False, Thomas Tuchel knows it will be hard but he wants to earn the chance to build at Chelsea FC just as Jurgen Klopp has don…,0.3208333333333333,-0.04583333333333334,Negative
1207,"@dr_winfreyj Come to Liverpool lad, decent chance of winning the Europa league if you do yano",Apple__Knocker,Mikkles 🎌,,23,276,0,2389,2021-03-03 23:21:43,1367253886113841155,Tweet,False," Come to Liverpool lad, decent chance of winning the Europa league if you do yano",0.7083333333333333,0.3333333333333333,Positive
1208,@SHARRlS @SnakeFpl I do want to see Harverts get minutes at some point just not against Liverpool in a massive game… https://t.co/KQmpFZD0Vm,FPLCasuals,FPL Casual,"London, England",316,363,0,538,2021-03-03 23:21:43,1367253885128237056,Tweet,False,  I do want to see Harverts get minutes at some point just not against Liverpool in a massive game… ,1.0,0.0,Neutral
1209,"RT @TheAnfieldTalk: Jürgen Klopp is the longest serving manager since he joined Liverpool to stay at one Premier League club. 

He has been…",DJ_Duumzy,Ajebo Hustler,"Calgary, Alberta",1390,1412,7,19406,2021-03-03 23:21:42,1367253881055375361,Retweet,False," Jürgen Klopp is the longest serving manager since he joined Liverpool to stay at one Premier League club. 

He has been…",0.0,0.0,Neutral
1210,"RT @FootballRebrand: All #MCFC fans and #LFC need to see this truth

#FM21 #FootballManager21 #FUT #Football #UCL #UEL #Fifa #UEFA #TOTW #T…",LFC_bot_v1,LFC_bot,,922,108,7,23642,2021-03-03 23:21:42,1367253880816476162,Retweet,True," All MCFC fans and LFC need to see this truth

FM21 FootballManager21 FUT Football UCL UEL Fifa UEFA TOTW T…",0.0,0.0,Neutral
1211,Just dropped to say these three are going to destroy Liverpool tomorrow...Have a good night rest everyone💙 https://t.co/3xGaQD5ijs,ManuelBlue,Manuel,,2137,1225,12,50582,2021-03-03 23:21:37,1367253861958889473,Tweet,False,Just dropped to say these three are going to destroy Liverpool tomorrow...Have a good night rest everyone💙 ,0.30000000000000004,0.24999999999999997,Positive
1212,"All #MCFC fans and #LFC need to see this truth

#FM21 #FootballManager21 #FUT #Football #UCL #UEL #Fifa #UEFA #TOTW… https://t.co/uy9LA33PUq",FootballRebrand,FootballRebrand ⚽🏈,United Kingdom,7681,3006,61,1938,2021-03-03 23:21:36,1367253858284691464,Tweet,True,"All MCFC fans and LFC need to see this truth

FM21 FootballManager21 FUT Football UCL UEL Fifa UEFA TOTW… ",0.0,0.0,Neutral
1213,RT @globalfirstnews: Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo: She was sent an…,EasyWorldNews,@easyworldnews,Global,9112,7205,461,10347,2021-03-03 23:21:33,1367253844632113153,Retweet,False, Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo She was sent an…,0.5454545454545454,0.22727272727272727,Positive
1214,RT @globalfirstnews: Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo: She was sent an…,Network_Easy,@network_easy,Global Worldwide,20021,15533,462,22704,2021-03-03 23:21:33,1367253844422324224,Retweet,False, Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo She was sent an…,0.5454545454545454,0.22727272727272727,Positive
1215,"RT @deevybee: My thoughts on plans for redundancies at the Universities of Liverpool and Leicester
https://t.co/xYCNodHzAl",claudiacivai,Claudia Civai🇪🇺,"London, England",168,531,5,334,2021-03-03 23:21:32,1367253841461321734,Retweet,False," My thoughts on plans for redundancies at the Universities of Liverpool and Leicester
",0.0,0.0,Neutral
1216,@karlroe I’m just hoping West Ham and Everton get into the top 4 that would be just perfect Everton taking Liverpoo… https://t.co/gYlLXsicCq,mikeblackphoto,Mike Black,,863,1005,32,5042,2021-03-03 23:21:32,1367253839091556356,Tweet,False, I’m just hoping West Ham and Everton get into the top 4 that would be just perfect Everton taking Liverpoo… ,0.75,0.75,Positive
1217,"RT @ComradeGeordie: The arrogance by labour HQ in Liverpool is breathtaking but not surprising, labour Centrists lost Scotland,the Brexit d…",ItsJimNoReally,ItsJimNoReally,,141,337,0,683,2021-03-03 23:21:31,1367253833945120769,Retweet,False," The arrogance by labour HQ in Liverpool is breathtaking but not surprising, labour Centrists lost Scotland,the Brexit d…",0.75,0.325,Positive
1218,@CraigHoulden R.I.P Ian st.John Motherwell 🤝 Liverpool 🧡❤️,MotherwellTalk,Matthew,"Fir park , Motherwell ",735,1546,0,67012,2021-03-03 23:21:30,1367253830732304387,Tweet,False, R.I.P Ian st.John Motherwell 🤝 Liverpool 🧡❤️,0.0,0.0,Neutral
1219,RT @BentallProf: 1/24 A little while ago I tweeted about bad things happening at Liverpool University. What they are doing there is threate…,lfoulkesy,Dr Lucy Foulkes,London,1800,1023,31,3972,2021-03-03 23:21:29,1367253827913723910,Retweet,False, 1/24 A little while ago I tweeted about bad things happening at Liverpool University. What they are doing there is threate…,0.5833333333333333,-0.4437499999999999,Negative
1220,@charIi3e This is my fav sitcom besides 'Liverpool still stuck in 2020' 😂😂😂,OliverBoisen,Oliver_Boisen ッ🇩🇰,In KDB's basement ,2037,4922,7,59255,2021-03-03 23:21:26,1367253816383520778,Tweet,False, This is my fav sitcom besides 'Liverpool still stuck in 2020' 😂😂😂,0.0,0.0,Neutral
1221,"RT @officialbarnesy: So sorry  to hear of the passing of liverpool legend ian st john, a great person who i had the pleasure of knowing as…",ShahanChoudhur3,Shahan Choudhury,"East, England",14,91,0,638,2021-03-03 23:21:22,1367253796221575168,Retweet,False," So sorry  to hear of the passing of liverpool legend ian st john, a great person who i had the pleasure of knowing as…",0.875,0.15000000000000002,Positive
1222,RT @Biggies_MaIIs: I’d just like to point out that the City team on a stupendous run of 21 wins could win every last one of their remaining…,TopHatHiggsy,Gareth Higgs,"Basingstoke, England",98,598,0,16981,2021-03-03 23:21:16,1367253773006098437,Retweet,False, I’d just like to point out that the City team on a stupendous run of 21 wins could win every last one of their remaining…,0.22222222222222224,0.3666666666666667,Positive
1223,"RT @OlesRed: Top &amp; bottom of it is United have injuries &amp; shit players in midfield, for any United fan with sense, you can understand perfo…",molloluwa,Thane's brood,"Ibadan, Nigeria",132,166,0,9130,2021-03-03 23:21:10,1367253749182382080,Retweet,False," Top &amp; bottom of it is United have injuries &amp; shit players in midfield, for any United fan with sense, you can understand perfo…",0.65,0.15,Positive
1224,@ScotlandSky LIVERPOOL X RANGERS 🤝🔴⚪️🔵,lbmultimedia,LB Multi-Media,United Kingdom,28,110,0,46,2021-03-03 23:21:10,1367253746456154114,Tweet,False, LIVERPOOL X RANGERS 🤝🔴⚪️🔵,0.0,0.0,Neutral
1225,"RT @AdoptionsUk: Please retweet to help Rio find a home #Liverpool 🇬🇧
#dogs #dogsoftwitter",hammer_hank,Hank Hammer,,230,1359,8,2354,2021-03-03 23:21:09,1367253743176138755,Retweet,True," Please retweet to help Rio find a home Liverpool 🇬🇧
dogs dogsoftwitter",0.0,0.0,Neutral
1226,@reclisreclis @LouieDi13 @LouieDi13 Bruno Fernandes against Liverpool in the Fa cup. The winning goal. @LouieDi13,mikaels79972744,mikaelson,,14,37,0,387,2021-03-03 23:21:08,1367253739665506305,Tweet,False,   Bruno Fernandes against Liverpool in the Fa cup. The winning goal. ,0.75,0.5,Positive
1227,Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo: She was sent… https://t.co/bncpDs637g,globalfirstnews,@globalfirstnews,Globally-Worldwide,5631,5582,153,4093,2021-03-03 23:21:08,1367253739095040003,Tweet,False,Woman shares list of coronavirus symptoms after testing positive for E484K mutation - Liverpool Echo She was sent… ,0.5454545454545454,0.22727272727272727,Positive
1228,RT @janexlfc: liverpool fans seeing other teams dropping points today but then remembering they have to play at anfield tomorrow 💀 #LIVCHE…,Afc_TM9,Afc_TM9,,405,545,1,3821,2021-03-03 23:21:08,1367253738755411976,Retweet,True, liverpool fans seeing other teams dropping points today but then remembering they have to play at anfield tomorrow 💀 LIVCHE…,0.375,-0.125,Negative
1229,"RT @primevideosport: Premier League injury table:

C Palace - 10
Liverpool - 8
Leicester - 8
Everton - 7
Southampton - 7
Leeds - 7
Newcastl…",Alex_jzx,Alex👊🏼,England,62,139,0,924,2021-03-03 23:21:07,1367253734821142531,Retweet,False," Premier League injury table

C Palace - 10
Liverpool - 8
Leicester - 8
Everton - 7
Southampton - 7
Leeds - 7
Newcastl…",0.0,0.0,Neutral
1230,@FCBarcelona Never expect such tweet from a respectable club as @SevillaFC_ENG guess the admin in charge isn't matu… https://t.co/Sw0nCk8QhC,geek_wordpress,Kenny ibrahim,Lagos,1864,1424,1,22790,2021-03-03 23:21:05,1367253727510491143,Tweet,False, Never expect such tweet from a respectable club as  guess the admin in charge isn't matu… ,0.5,0.25,Positive
1231,RT @BentallProf: 1/24 A little while ago I tweeted about bad things happening at Liverpool University. What they are doing there is threate…,BaharTuncgenc,Dr Bahar Tuncgenc,United Kingdom,497,751,1,2581,2021-03-03 23:21:04,1367253724360560642,Retweet,False, 1/24 A little while ago I tweeted about bad things happening at Liverpool University. What they are doing there is threate…,0.5833333333333333,-0.4437499999999999,Negative
1232,"RT @andydxblad: If no-one can compete with City (despite United and Liverpool having higher revenues than City)...

...Then how did Palace…",robbierust81,robert rust,,80,256,1,23762,2021-03-03 23:20:59,1367253702491467777,Retweet,False," If no-one can compete with City (despite United and Liverpool having higher revenues than City)...

...Then how did Palace…",0.5,0.25,Positive
1233,@5th_Raikage @ManUtd I got a feeling Liverpool will have a next 30 years of waiting. Hopefully more!,RRinanditio,Junjung Akal Sehat,,6,173,0,192,2021-03-03 23:20:58,1367253696355074051,Tweet,False,  I got a feeling Liverpool will have a next 30 years of waiting. Hopefully more!,0.25,0.3125,Positive
1234,"@clubmodocarrera Real Madrid, United, Liverpool, Bayern, Juve y Milan.",__pumita__,pumita 🖕,"Harry Potter, Ravenpuff",13,231,0,774,2021-03-03 23:20:57,1367253691988869128,Tweet,False," Real Madrid, United, Liverpool, Bayern, Juve y Milan.",0.30000000000000004,0.2,Positive
1235,"RT @_Khagan_: 21. April 2019 - Another 4:0 for Ole.
This time it is in Liverpool vs Everton. https://t.co/bfMEAQ1DvS",lilpiiimp_tune,KONDITIONS🕊️🕊️,In Tems' DMs,4578,4657,0,193002,2021-03-03 23:20:55,1367253684694974487,Retweet,False,"@_ 21. April 2019 - Another 40 for Ole.
This time it is in Liverpool vs Everton. ",0.0,0.0,Neutral
1236,@LouieDi13 Bruno Fernandez against Liverpool FA cup . oba no pass me by boss https://t.co/mY4sdkfzIH,brightbhoy,Brizzo💎,"Lagos, Nigeria",319,978,0,6618,2021-03-03 23:20:54,1367253681385701377,Tweet,False, Bruno Fernandez against Liverpool FA cup . oba no pass me by boss ,0.0,0.0,Neutral
